"","year","name","cluster","avgScore"
"15844","2000","Remember the Titans",949,4.088
"15845","2001","The Map of Sex and Love",534,2.144
"15846","1961","A Raisin in the Sun",130,3.978
"15847","1999","Hunter's Moon",470,2.733
"15848","2004","NASCAR: The IMAX Experience",956,3.582
"15849","1995","A Pyromaniac's Love Story",30,2.847
"15850","1995","Leprechaun 3",880,3.074
"15851","2003","Word of Honor",131,3.248
"15852","1991","Red Green: Stuffed and Mounted 6",860,3.784
"15853","2002","Resident Evil",275,3.45
"15854","2004","Skinned Deep",670,1.795
"15855","2002","Cadet Kelly",793,3.547
"15856","1949","All the King's Men",487,3.55
"15857","1972","Fat Albert and the Cosby Kids",637,3.789
"15858","1966","A Man for All Seasons",894,3.975
"15859","1988","Arthur 2: On the Rocks",868,2.401
"15860","2001","Chandni Bar",22,3.21
"15861","2001","CSI: Season 2",306,4.452
"15862","1954","A Star Is Born",418,3.351
"15863","1980","Lee Ritenour & Friends: Live from the Coconut Grove: Vols. 1 & 2",836,3.054
"15864","2000","A Matter of Taste",732,2.936
"15865","2001","Amelie: Bonus Material",61,3.783
"15866","1999","Iris Blond",790,2.901
"15867","2003","Dracula II: Ascension",679,2.89
"15868","1937","The Awful Truth",59,3.667
"15869","1940","Broadway Melody of 1940",496,3.628
"15870","1967","Anna Karenina",487,2.994
"15871","2005","Herbie: Fully Loaded",834,3.745
"15872","1972","Sanford and Son: Season 2",108,3.755
"15873","2005","Mickey and the Beanstalk",298,3.781
"15874","1996","Joyride",270,3.525
"15875","1996","Up Close & Personal",994,3.425
"15876","1980","Cheech & Chong's Next Movie",709,3.751
"15877","2002","Embrace the Darkness 3",15,2.769
"15878","1958","The Rifleman: TV Classic",942,2.929
"15879","1998","Joni Mitchell: Painting with Words and Music",584,3.234
"15880","2000","Traffic: Bonus Material",119,3.298
"15881","2000","When It Was a Game 3",938,3.613
"15882","2004","I'll Be Seeing You",93,2.402
"15883","1997","National Geographic: Tigers of the Snow",481,3.635
"15884","1969","The Gay Deceivers",310,2.715
"15885","1988","Alien Nation",980,3.521
"15886","2002","Space Station: IMAX",986,3.475
"15887","2004","Van Helsing",560,3.275
"15888","2002","Comic Book Villains",422,2.652
"15889","2001","I'm Going Home",487,2.472
"15890","1987","The Brave Little Toaster",127,3.601
"15891","1988","Inspector Morse 5: Last Seen Wearing",24,3.869
"15892","2002","Everwood: Season 1",285,3.949
"15893","1981","Heavy Metal",987,3.479
"15894","1998","The Siege",133,3.504
"15895","2004","When Beckham Met Owen",654,1.869
"15896","1916","Chaplin Mutuals: Vol. 3",337,3.404
"15897","1995","The Thin Blue Line: The Complete Lineup",31,3.737
"15898","2002","I Am Trying to Break Your Heart: A Film About Wilco",706,3.67
"15899","2001","Quitting",929,2.785
"15900","2005","Everybody Loves Raymond: The Series Finale",772,3.947
"15901","1987","Blind Date",42,3.039
"15902","2003","Blue Collar Comedy Tour: The Movie",177,4.01
"15903","2004","Trekkies 2",189,3.127
"15904","1987","Hello Kitty Saves the Day",114,2.723
"15905","1989","The Toxic Avenger,Part 2",615,2.867
"15906","1997","Keys to Tulsa",251,2.61
"15907","1984","Mutant",223,2.171
"15908","1964","Robin and the 7 Hoods",862,3.161
"15909","2000","Snow White",905,3.24
"15910","1999","New Kids on the Block: Greatest Hits: The Videos",993,3.059
"15911","1988","War and Remembrance: Vol. 1",722,3.878
"15912","1983","Zeder",772,1.99
"15913","2003","Chasing Papi",273,2.673
"15914","2000","An Intimate Friendship",860,1.98
"15915","1960","Danger Man: Season 1",342,3.393
"15916","2000","Crazy Richard & I Can't Even Think Straight",987,1.541
"15917","1991","Ren & Stimpy: Seasons 1 and 2",464,3.938
"15918","NULL","Hote Hote Pyaar Ho Gaya",855,2.207
"15919","2004","Hellboy",574,3.369
"15920","1985","L'Effrontee",256,3.073
"15921","1967","How to Succeed in Business Without Really Trying",415,3.299
"15922","1967","The Graduate",282,3.946
"15923","1989","Star Trek V: The Final Frontier: Bonus Material",126,3.621
"15924","1992","Fires of Kuwait: IMAX",41,3.391
"15925","1993","Excessive Force",782,2.664
"15926","1996","Perfect Love",655,2.493
"15927","2003","Volcanoes of the Deep Sea: IMAX",938,3.217
"15928","2004","NBA: Larry Bird: A Basketball Legend: 25th Anniversary Collector's Edition",201,3.624
"15929","1992","Shining Through",958,3.446
"15930","1984","What Have I Done to Deserve This?",919,3.292
"15931","1990","Desperate Hours",754,2.695
"15932","1987","A Chinese Ghost Story",279,3.321
"15933","1997","A Life Apart: Hasidism in America",427,3.23
"15934","1996","Ballykissangel: Series 1",726,3.966
"15935","1998","Never 2 Big",225,2.957
"15936","1987","September",137,3.111
"15937","1994","Laadla",838,2.473
"15938","2002","John Mayer: Any Given Thursday",887,3.744
"15939","1999","A Murder of Crows",496,3.68
"15940","1997","Box of Moonlight",478,3.404
"15941","2002","Barenaked Ladies: Barelaked Nadies",958,3.397
"15942","1958","The Brain from Planet Arous",254,2.931
"15943","2002","Gay Weddings",600,3.302
"15944","1959","Bonanza",918,3.049
"15945","1996","Space Jam",333,3.176
"15946","2001","The Rats",52,2.794
"15947","1994","Homicide: Life on the Street: Season 3",923,4.141
"15948","2004","Imelda",902,3.367
"15949","1983","Uncommon Valor",979,3.506
"15950","2001","Los Ninos Invisibles",943,2.909
"15951","2005","Devon's Ghost: Legend of the Bloody Boy",881,2.164
"15952","2000","The Replacements",80,3.392
"15953","1989","Bill & Ted's Excellent Adventure",722,3.474
"15954","1972","Lord Peter Wimsey: Unpleasantness at the Bellona Club",431,3.678
"15955","2000","Pollock",734,3.491
"15956","1991","The Last Boy Scout",367,3.543
"15957","1998","The Count of Monte Cristo",81,3.905
"15958","1994","Darkman II: The Return of Durant",706,2.264
"15959","1987","High Season",118,2.494
"15960","1991","Zandalee",386,2.703
"15961","2002","Dead and Rotting",443,1.948
"15962","1996","Maximum Risk",953,3.28
"15963","1966","Seconds",669,3.404
"15964","1999","Caracara",335,2.841
"15965","1955","The Honeymooners: Classic 39 Episodes",743,3.83
"15966","2001","One Night at McCool's",533,2.82
"15967","1983","The A-Team: Season 1",914,3.754
"15968","2000","Bait",245,3.216
"15969","2001","Out Cold",986,3.445
"15970","2002","Local Boys",981,3.235
"15971","1998","Satya",908,3.706
"15972","2004","Lust for Dracula",411,2.189
"15973","1999","Hercules",175,2.906
"15974","1942","Yankee Doodle Dandy",972,3.843
"15975","1971","Brian's Song",961,3.84
"15976","2003","Girlhood",146,3.439
"15977","1999","Pop and Me",1,3.106
"15978","1976","Helter Skelter",528,3.357
"15979","1958","The 7th Voyage of Sinbad",143,3.636
"15980","2004","Frostbite",309,2.122
"15981","2004","Amour de Femme",732,3.126
"15982","2004","RahXephon: The Motion Picture",354,3.748
"15983","2001","Rage Against the Machine: The Battle of Mexico City",957,3.855
"15984","2005","Milwaukee,Minnesota",649,2.762
"15985","1978","Same Time,Next Year",927,3.731
"15986","2001","The Remnant",355,1.851
"15987","1987","Sherlock Holmes: The Sign of Four",582,3.874
"15988","1985","Invasion U.S.A.",962,3.247
"15989","1999","The Scarlet Pimpernel",986,3.529
"15990","2004","Rick",6,2.437
"15991","1997","Wilde",899,3.474
"15992","2001","The Lone Gunmen: The Complete Series",855,3.583
"15993","2003","Mystic Iran: The Unseen World",657,3.182
"15994","1981","Modern Problems",267,3.503
"15995","1984","Maria's Lovers",295,2.722
"15996","2002","The League of Gentlemen: Series 3",31,3.736
"15997","1954","On the Waterfront",581,4.018
"15998","1998","Place Vendome",935,2.898
"15999","2003","Cirque du Soleil: Alegria",617,3.855
"16000","2004","Aitraaz",33,3.324
"16001","1984","Dangerous Moves",560,3.011
"16002","2002","Sex and Lucia",957,3.553
"16003","2002","He Sees You When You're Sleeping",476,2.735
"16004","2003","Gangaajal",502,3.039
"16005","1949","Criss Cross",297,3.49
"16006","1989","Seinfeld: Seasons 1 & 2",986,4.386
"16007","2001","Fish in a Barrel",544,2.026
"16008","1984","The Karate Kid",255,3.834
"16009","2002","High Times' Potluck",917,2.558
"16010","2002","Master Spy: The Robert Hanssen Story",210,2.626
"16011","1997","Broadway Damage",65,3.241
"16012","1991","The Unborn",80,2.38
"16013","2005","Cream: Royal Albert Hall",30,4.09
"16014","1997","Testamento",220,2.905
"16015","1981","Zoot Suit",833,3.171
"16016","1989","Tango & Cash",748,3.2
"16017","1989","Across the Tracks",858,2.934
"16018","2004","Best of the VonErichs",908,2.741
"16019","1979","Death Duel of Kung Fu",432,2.671
"16020","1984","A Married Man",960,2.742
"16021","1926","The Adventures of Prince Achmed",619,3.522
"16022","2003","Battlestar Galactica: The Miniseries",723,4.268
"16023","1996","Love Is All There Is",197,2.78
"16024","1989","Kiss Shot",430,2.635
"16025","1984","The Cannonball Run II",274,3.078
"16026","1984","The Warrior and the Sorceress",439,2.359
"16027","2003","WWE: Tenth Anniversary of Raw",210,3.328
"16028","1978","Paradise Alley",888,2.698
"16029","2005","Point Pleasant: The Complete Series",31,3.462
"16030","2001","Wet Hot American Summer",920,3.216
"16031","2002","Kiss the Bride",363,2.907
"16032","2001","Vampire Junction",66,1.739
"16033","1999","Introducing Dorothy Dandridge",614,3.555
"16034","2002","World Trade Center: Anatomy of the Collapse",943,3.433
"16035","2002","Disappearance",938,2.637
"16036","2004","Perfect Opposites",927,2.925
"16037","2001","Someone Like You",941,3.374
"16038","2003","The Joe Schmo Show: Uncensored: Season 1",126,3.566
"16039","1997","Welcome to Sarajevo",53,3.412
"16040","2002","The Son",511,3.054
"16041","1995","Safe",940,3.032
"16042","2004","Face of Terror",566,2.746
"16043","2004","Hanaukyo Maid Team La Verite",958,3.59
"16044","1955","The Man from Laramie",51,3.648
"16045","1989","A Raisin in the Sun",49,3.991
"16046","1993","The Beverly Hillbillies",347,3.304
"16047","2005","Because of Winn-Dixie",61,3.732
"16048","2002","Mere Yaar Ki Shaadi Hai",39,2.926
"16049","1988","The Moderns",441,2.912
"16050","1982","Deathtrap",36,3.557
"16051","1985","Francis Bacon",527,3.138
"16052","1940","Fantasia",477,3.774
"16053","1998","The Wounds",116,2.984
"16054","1999","Eros Blockbuster Hits Vol. 1",175,2.876
"16055","1996","Kissed",901,2.859
"16056","2002","Footballers Wives: Season 1",725,3.508
"16057","1964","Combat! Season 3: Operation 1",260,3.541
"16058","2000","Kiss Tomorrow Goodbye",588,2.484
"16059","2003","Ween: Live in Chicago",286,3.804
"16060","2004","She's Too Young",951,3.342
"16061","1998","Kipper: Fun in the Sun",840,3.341
"16062","1978","The Hobbit",250,3.504
"16063","1989","Say Anything",432,3.907
"16064","1974","Land of the Lost: Season 1",444,3.297
"16065","1987","Best Seller",61,3.195
"16066","2005","Save the Green Planet!",919,3.209
"16067","1966","The Plague of the Zombies",286,2.773
"16068","1989","Drugstore Cowboy",852,3.605
"16069","2002","Looking Through Lillian",997,1.925
"16070","1998","Sitcom",922,3.052
"16071","1998","Always Outnumbered,Always Outgunned",978,3.594
"16072","2002","Basic Ab Workout for Dummies",86,2.953
"16073","1992","Emerson,Lake & Palmer: Welcome Back",489,2.726
"16074","2001","Dark Shadows Reunion",15,3.207
"16075","1993","Dave",443,3.767
"16076","2003","Wishing Stairs",634,3.01
"16077","2004","The Super Milk-Chan Show",59,2.665
"16078","1967","Dark Shadows: Vol. 4",287,3.736
"16079","2003","Dark Waters",287,2.266
"16080","2000","El Mar",959,3.073
"16081","1986","Shocked",847,2.252
"16082","2004","13 Going on 30",982,3.562
"16083","1994","The Best of Friends: Vol. 2",355,4.11
"16084","1986","Entrails of a Virgin",481,2.318
"16085","2003","The Phandom Menace",992,2.669
"16086","1996","Chinese Chocolate",945,2.023
"16087","2003","Dragon Ball GT: A Hero's Legacy",226,3.845
"16088","1978","Corvette Summer",990,2.995
"16089","2004","Sherlock Holmes and the Case of the Silk Stocking",474,3.412
"16090","2004","Alone in the Dark",693,2.345
"16091","1997","Firelight",779,3.824
"16092","2002","Firestarter 2: Rekindled",139,2.985
"16093","2003","Kart Racer",54,3.318
"16094","1989","Family Business",535,3.029
"16095","1998","Mystery Science Theater 3000: The Touch of Satan",324,3.889
"16096","1999","Island of the Sharks: IMAX",700,3.52
"16097","1973","Tom Sawyer",557,3.527
"16098","1991","The Maigret Collection",513,3.667
"16099","2002","Don't Ask,Don't Tell (Attack of the Gay Space Invaders)",994,1.892
"16100","2004","Da Ali G Show: Season 2",124,4.067
"16101","1991","Legend of the Dragon Kings: Black Dragon",161,3.012
"16102","1973","Sssssss",912,2.827
"16103","1992","Poirot: Death in the Clouds",28,3.902
"16104","1994","Ashes of Time",668,2.743
"16105","2003","Prison a-Go-Go!",941,1.647
"16106","1984","Miss Marple Mysteries: The Body in the Library",773,4.028
"16107","1974","MASH: Season 3",981,4.181
"16108","2002","Con Man",597,2.389
"16109","1972","Solaris: Bonus Material",119,3.078
"16110","1998","In God's Hands",985,3.017
"16111","2004","The First World War: The Complete Series",289,3.525
"16112","1977","Shock Waves",920,2.694
"16113","2005","Miss Congeniality 2: Armed and Fabulous",554,3.226
"16114","2003","Love Hina Again: The Movie",85,3.992
"16115","1977","Johnny Cash: A Concert Behind Prison Walls",174,3.211
"16116","2001","Othello",232,3.215
"16117","1999","Active Stealth",981,2.384
"16118","1999","The Ninth Gate",555,3.171
"16119","1993","Evil Cult",912,3.239
"16120","2001","ABCD",960,2.701
"16121","2002","Ordinary Sinner",349,2.776
"16122","2000","Linkin Park",211,2.179
"16123","1995","Tie That Binds",237,3.277
"16124","1960","Tunes of Glory",618,3.728
"16125","2000","The Railway Children",380,3.695
"16126","2000","Parla Italiano? Learning Italian: The Basics",657,2.995
"16127","1947","Good News",907,3.152
"16128","1994","Clear and Present Danger",524,3.968
"16129","2003","Bob the Builder: Building Friendships",28,3.194
"16130","1996","Carla's Song",606,3.055
"16131","1976","Marvin Gaye: Greatest Hits Live in '76",61,3.104
"16132","1995","Karan Arjun",605,3.067
"16133","1997","Profiler: Season 2",933,3.857
"16134","2003","Baywatch: Hawaiian Wedding",907,2.229
"16135","2003","The Holy Land",152,2.908
"16136","2004","Henry Rollins: Shock and Awe",930,3.709
"16137","1999","The Waiting Time",286,3.088
"16138","1980","Zombie Holocaust",163,2.513
"16139","1991","Father of the Bride",851,3.574
"16140","2001","Bellydance Fitness for Beginners: Arms,Abs,Hips,Buns & Thighs",213,2.914
"16141","2004","Big Bird in Japan",765,2.789
"16142","2003","Book of Days",774,2.992
"16143","2000","The Crimson Rivers",447,3.278
"16144","1984","Greystoke: The Legend of Tarzan,Lord of the Apes",210,3.306
"16145","1997","Losing Control",111,2.257
"16146","2003","The Real Cancun",379,2.151
"16147","1999","The Sopranos: Season 1",26,4.426
"16148","1976","Obsession",969,2.951
"16149","1999","Liberty Heights",978,3.437
"16150","1996","Shine",669,3.848
"16151","1969","A Touch of Zen",948,2.739
"16152","1997","Minsara Kanavu: Tamil",999,2.649
"16153","2000","Big Eden",421,3.74
"16154","2003","Warren Miller's: The Power of Snow: Fifty",186,3.712
"16155","2005","Frank Zappa: The Dub Room Special",556,3.771
"16156","1944","Bluebeard",987,2.579
"16157","1916","Chaplin Mutuals: Vol. 2",976,3.285
"16158","2000","Return to Me",354,3.717
"16159","1964","Beach Boys: The Lost Concert",95,2.993
"16160","2004","Galaxy Hunter",941,1.755
"16161","1971","Daughters of Darkness",789,2.628
"16162","2002","Kim Possible: The Secret Files",993,3.57
"16163","2004","Survivor All-Stars",862,3.841
"16164","1978","Shakespeare Comedies: As You Like It",330,3.172
"16165","1990","The Original Three Tenors Concert",467,3.587
"16166","1957","The Pride and the Passion",417,3.09
"16167","1972","Images",319,2.854
"16168","1933","Ecstasy",943,2.564
"16169","1999","The Haunting",355,3.067
"16170","1987","Munchies",462,2.707
"16171","1987","Radio Days",69,3.571
"16172","1990","Beverly Hills 90210: The Pilot Episode",25,3.638
"16173","2005","McLibel",896,3.165
"16174","1964","Viva Las Vegas",64,3.421
"16175","1994","Chungking Express",679,3.681
"16176","1980","Little House on the Prairie: Season 7",374,4.033
"16177","2001","Jump Tomorrow",504,3.04
"16178","1966","Batman: The Movie",210,3.068
"16179","2000","The Art of Dying",467,2.844
"16180","1998","Goosebumps: Deep Trouble",873,3.103
"16181","1993","Demolition Man",673,3.325
"16182","1998","Zero Effect",525,3.415
"16183","1962","The Miracle Worker",569,3.814
"16184","1999","Sol Bianca: The Legacy: Vol. 1: Lost Treasures",356,3.318
"16185","1957","The Three Faces of Eve",531,3.927
"16186","1949","Battleground",913,3.834
"16187","1996","Boys",712,2.574
"16188","1990","You're the Top: The Cole Porter Story",277,3.209
"16189","2003","Frozen Impact",520,2.596
"16190","1988","Rowing with the Wind",609,2.264
"16191","1931","A Nous la Liberte",981,3.476
"16192","2003","Shade",54,3.244
"16193","1991","Nothing But Trouble",696,2.639
"16194","1987","The Whistle Blower",492,3.053
"16195","2004","Speed: IMAX",701,2.775
"16196","1964","Circus World",657,3.208
"16197","1971","Macbeth",823,3.447
"16198","1983","The Hitchhiker: Vol. 1",615,2.669
"16199","1986","SpaceCamp",900,3.424
"16200","2002","Sex at 24 Frames Per Second",890,2.69
"16201","1996","Waiting for Guffman",693,3.817
